Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
PASAJERO 101,@PASAJERO101,,,,,2,https://twitter.com/PASAJERO101/status/1788765507522306514,https://twitter.com/PASAJERO101,"Aman a los asesinos de niños ? 
Si que están peor que los judíos",9 may.,2024-05-10T02:58:25.000Z
JAVI MORENO,@JAVIMOR28772292,,,,1,9,https://twitter.com/JAVIMOR28772292/status/1788255922575245614,https://twitter.com/JAVIMOR28772292,"Palestina o Falestina como decia Arafat. Es un nombre que los Romanos le pusieron a la provincia para insultar a los Judios. Los Filisteos eran politeistas, aunque en la biblia se ve que los judios se escaban a visitarlos y hasta se casaban don Filisteas.",8 may.,2024-05-08T17:13:30.000Z
JAVI MORENO,@JAVIMOR28772292,,,,,13,https://twitter.com/JAVIMOR28772292/status/1788255174034661659,https://twitter.com/JAVIMOR28772292,"Lo que es mas, la gente no era facil entonces. Los propietarios despues de vender las tierras eg. Haifa. Arengaron a la gente contra los Judios. Pensando que iban a recuperar tierra ya que tenian la plata. De alli comenzó la enemistad.",8 may.,2024-05-08T17:10:32.000Z
JLCastillero,@jorgeivanc,,,,,108,https://twitter.com/jorgeivanc/status/1789329546023457084,https://twitter.com/jorgeivanc,"Bravo amigo! dificil ver esta posición entre los europeos. Pero como dices tú, los antijudios se esconden en la sombra. Lo de la islamización de Europa no comenzó ahora, fue cuando decidieron aniquilar a 6 millones de judíos y poco a poco los han ido reemplazando por musulmanes.",11 may.,2024-05-11T16:19:42.000Z
Justicia_Panamá,@beatrizorquide2,,,,,14,https://twitter.com/beatrizorquide2/status/1788528428662112467,https://twitter.com/beatrizorquide2,"Claro y Ben Gurion era un historiador! Los únicos q Si eran judíos son los árabes Cristianos de Nazareth, Bethlehem las ciudades de Jesus. El SI convirtió a judíos al cristianismo q hoy se llaman Palestinos Cristianos.",9 may.,2024-05-09T11:16:21.000Z
PASAJERO 101,@PASAJERO101,,,,,5,https://twitter.com/PASAJERO101/status/1787188721118232752,https://twitter.com/PASAJERO101,FElizmente no son judios sionistas que avalen el asesinato de civiles palestinos,5 may.,2024-05-05T18:32:50.000Z
José Alberto Gálvez,@xoj_21,,,,,25,https://twitter.com/xoj_21/status/1787913130665709682,https://twitter.com/xoj_21,Si todos sabemos Lombana responde humbert eleta y judíos de costa del este,7 may.,2024-05-07T18:31:22.000Z
PASAJERO 101,@PASAJERO101,,,,,35,https://twitter.com/PASAJERO101/status/1787252790198251672,https://twitter.com/PASAJERO101,"Sabias que ya no son 6 millones como el cuento que te contaron. Ahora es mucho menos. Fue porque nunca se pudo demostrar esa cantidad. Por eso muchos judios estan en contra de ese ""holocausto"".",5 may.,2024-05-05T22:47:25.000Z
PASAJERO 101,@PASAJERO101,,,1,,9,https://twitter.com/PASAJERO101/status/1787183930442990036,https://twitter.com/PASAJERO101,"cuanto civiles han sido asesinados en los ultrimos meses en manos de Israel?
Cuanto terroristas fueron eliminados?
El objetivo no son los terroristas si no los civiles entre mujeres y niños han sido asesinados por parte del ejercito de ""dios""... asi  los colonos judios",5 may.,2024-05-05T18:13:47.000Z
MaryHope,@mevfer,,1,42,4,745,https://twitter.com/mevfer/status/1788741179682500824,https://twitter.com/mevfer,"Así es. No solo conviven pacíficamente sino que se llevan súper bien entre ellos. Al menos, es lo q yo he visto. ¿Recuerdas q en la JMJ, los judíos albergaron peregrinos y los musulmanes regalaban agua?
Somos afortunados.",9 may.,2024-05-10T01:21:45.000Z
