Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
Nigel Rios,@nigelrios,,,2,2,221,https://twitter.com/nigelrios/status/1787786519333240906,https://twitter.com/nigelrios,"Lo que dice Mulino es lo que hay que hacer. Reabrir la mina para irla cerrando, aunque no le guste a muchos.

Ahora me sentaré a ver como guabinean el poco de twitteros que votaron por él y venían a ripostearme con insinuaciones e insultos.

Que no se note el guabineo.",7 may.,2024-05-07T10:08:16.000Z
Suntracs Panama,@SuntracsPanama,,7,5,5,982,https://twitter.com/SuntracsPanama/status/1787687159341977803,https://twitter.com/SuntracsPanama,"First Quantum buscará dialogo con próximo presidente Panamá para solución en la disputa sobre mina.

 Noticia
 @ElEconomista_",6 may.,2024-05-07T03:33:27.000Z
TonyFired,@Tonyfired,,,1,1,13,https://twitter.com/Tonyfired/status/1787907011448828165,https://twitter.com/Tonyfired,"pero Varela renovó el contrato, con Nito se renegoció un contrato nuevo que acabó como lo hizo, y el MiCi nuevamente presenta un plan de cierre, algo que no tiene precedente en ningún lugar del mundo cerrar una mina que le faltaba mucho por extraer",7 may.,2024-05-07T18:07:03.000Z
MiaMG,@MiaMG31,,,1,,14,https://twitter.com/MiaMG31/status/1787845603319267398,https://twitter.com/MiaMG31,Todas estas cosas hacen muy bien en informarlas ya que los panameños piensan que el agua que utiliza la mina está secando el Canal y no es así. Además el agua que utiliza la mina es 99% de la lluvia.,7 may.,2024-05-07T14:03:03.000Z
Lord_kir17,@lord_kir17,,,,,18,https://twitter.com/lord_kir17/status/1789743860861620572,https://twitter.com/lord_kir17,La prueba serán las leyes de la CSS y un posible contrato para reabrir la mina. Veremos su actuación ahí. No creo que pase más de año para ambas situaciones.,13h,2024-05-12T19:46:02.000Z
mara caponi,@MaraCaponi,,,2,1,28,https://twitter.com/MaraCaponi/status/1789426210537185786,https://twitter.com/MaraCaponi,Bueno lo tengo muy claro para mi es mas importante la naturaleza y la vida de nuestras futuras generaciones.  No me interesa esos dineros destructivos.  No a la mina!,11 may.,2024-05-11T22:43:49.000Z
José Escudero,@joseEscuderog,,1,1,,127,https://twitter.com/joseEscuderog/status/1789480351368180037,https://twitter.com/joseEscuderog,"Puede ser el calor... Para que, si pronto nos vamos a estar matando unos a los otro por la mina...",11 may.,2024-05-12T02:18:57.000Z
Omar Cardozo,@omarcardozo,,,,,6,https://twitter.com/omarcardozo/status/1788131799761138021,https://twitter.com/omarcardozo,"Cualquier intento de tratar de reabrir la mina, va a generar nuevas manifestaciones de los panameños.
Mucho cuidado!",8 may.,2024-05-08T09:00:17.000Z
Gueisha,@Gueisha3,,,,2,81,https://twitter.com/Gueisha3/status/1787930341316886848,https://twitter.com/Gueisha3,Esto no es fácil porque ya la Corte Suprema de Justicia habló claramente que es inconstitucional abrir la mina y cerrarla sin dinero sería una opción pero no puede ser posible A menos que le ganemos la demanda a la empresa canadiense,7 may.,2024-05-07T19:39:46.000Z
jsalazar,@jsalazar8517,,3,18,12,1 mil,https://twitter.com/jsalazar8517/status/1789393875460673794,https://twitter.com/jsalazar8517,"HD Cedeño no se por que dice la mina esta cerrada? La mina esta abierta, por el cese abrupto de operaciones, no hay fondos pa cerrarla como tal, actualmente se corre el riesgo de ser un foco de contaminacion mas grande de Panama, UD q propone para conseguir los fondos de cierre?",11 may.,2024-05-11T20:35:19.000Z
En Segundos Panamá,@ensegundos_pa,,,,,116,https://twitter.com/ensegundos_pa/status/1788982496283000969,https://twitter.com/ensegundos_pa,"Es la expansión de una mina del gigante Anglo American para aumentar la extracción de cobre y molibdeno

Para leer la nota completa ingresa al enlace

#noticias #ensegundos #mundo",10 may.,2024-05-10T17:20:39.000Z
Thysla,@thysla,,1,2,,110,https://twitter.com/thysla/status/1787831130957164663,https://twitter.com/thysla,"Así es, lo demostraron cuando la mina y lo demuestran ahora.",7 may.,2024-05-07T13:05:32.000Z
Adelmino Rivera,@arivera2457,,,,,54,https://twitter.com/arivera2457/status/1788524727293678076,https://twitter.com/arivera2457,"@ernestocedeno para mi la ley de moratoria es inconstitucional, xq la Constitución permite la Minería, y con la influencia q tienen ahora, no crees q le den el fallo rápido? En esta no protestare xq sabíamos q candidatos podrían reabrir la mina, no nos qjemos",9 may.,2024-05-09T11:01:38.000Z
Mike Boloboski Ferreira,@MikeBoloboski,,1,2,,85,https://twitter.com/MikeBoloboski/status/1788661125355012585,https://twitter.com/MikeBoloboski,Presidente electo @JoseRaulMulino supeditó eventual conversación cn #FirstQuantumM @Cobre_Panama sobre futuro d la mina a la SUSPENSIÓN d procesos d ARBITRAJE activados tras el cierre por orden d la Corte Suprema @OJudicialPanama,9 may.,2024-05-09T20:03:38.000Z
Capital Financiero,@ElCFPanama,,1,1,,231,https://twitter.com/ElCFPanama/status/1788354461368258936,https://twitter.com/ElCFPanama,#ActualidadCF | Mulino recordó que el “costo de cierre” de la mina Cobre Panamá “puede ser gigantesco.,8 may.,2024-05-08T23:45:04.000Z
La Prensa Panamá,@prensacom,,3,9,1,2 mil,https://twitter.com/prensacom/status/1788677776154706069,https://twitter.com/prensacom,"Aplicar un plan fiscal creíble, resolver el problema de la falta de ingresos y la alta evasión fiscal, atender el tema de las pensiones y definir si cierra o abre la mina son algunos de los desafíos que ve la agencia Fitch con el nuevo gobierno panameño.  https://prensa.com/economia/fitch-no-preve-mejora-de-la-calificacion-de-panama-este-ano/?utm_source=prensa.com&utm_medium=compartir&utm_campaign=twitter……",9 may.,2024-05-09T21:09:48.000Z
La Prensa Panamá,@prensacom,,1,1,1,1 mil,https://twitter.com/prensacom/status/1788918301420040504,https://twitter.com/prensacom,"Aplicar un plan fiscal creíble, resolver el problema de la falta de ingresos y la alta evasión fiscal, atender el tema de las pensiones y definir si cierra o abre la mina son algunos de los desafíos que ve la agencia Fitch con el nuevo gobierno panameño.  https://prensa.com/economia/fitch-no-preve-mejora-de-la-calificacion-de-panama-este-ano/?utm_source=prensa.com&utm_medium=compartir&utm_campaign=twitter……",10 may.,2024-05-10T13:05:34.000Z
Periodismo de Opinión Libre,@Periodismo507,,1,,,51,https://twitter.com/Periodismo507/status/1787979798058315874,https://twitter.com/Periodismo507,"y de salida, ya el abogado de la mina es asesor del Presidente @JoseRaulMulino ya partiendo por alli.",7 may.,2024-05-07T22:56:17.000Z
Panamá En Directo,@panamaendirecto,,8,7,,1 mil,https://twitter.com/panamaendirecto/status/1788587717611135131,https://twitter.com/panamaendirecto,"Revive la entrevista completa al presidente electo de Panamá José Raúl Mulino, quien habló del cierre de la mina, impuestos, cierre del Darién, su amistad con Ricardo Martinelli, entre otros temas. @JoseRaulMulino

#PanamaEnDirecto",9 may.,2024-05-09T15:11:56.000Z
Anthony Ferpo,@gafp7030,,,,,63,https://twitter.com/gafp7030/status/1788250588326584407,https://twitter.com/gafp7030,"Ja, ja... La mina viene de regreso... Ya lo decía yo...  RMB siempre fue un defensor de la mina... El contrato que hicieron en septiembre pagaba más de diez veces lo que daba first quantum o petaquilla, de la época Martinelli. Ahora quiero ver a 1/2 PTY, cómo van a actuar...",8 may.,2024-05-08T16:52:19.000Z
No al Ruido,@Elsadea03,,,,,9,https://twitter.com/Elsadea03/status/1788269590193250732,https://twitter.com/Elsadea03,"La mina siempre contamina, este pueblo hablo, @CarolinaIsabelF  ya estan detrás del nvo pte. ignorando la voluntad del pueblo @SilvioGuerraM @castellarv25 @ciampanama",8 may.,2024-05-08T18:07:49.000Z
jsalazar,@jsalazar8517,,,1,,39,https://twitter.com/jsalazar8517/status/1788111568695181644,https://twitter.com/jsalazar8517,"La mina no la pueden reabrir porque nunca la han cerrado, actualmente lo que hay es un cese de operaciones, para que la mina cierre debe pasar por un proceso largo y costoso de geoingeniería, para volverla a su estado natural antes de su explotación y eso no ha ocurrido.",8 may.,2024-05-08T07:39:54.000Z
